Gene	sidak	holm-sidak	holm	simes-hochberg	hommel	fdr_bh	fdr_by	fdr_tsbh	fdr_tsbky	log2FC
Zfp367	1.0	1.0	1.0	0.5	0.5	0.0244551662092	0.258453500451	0.010809600123	0.0114817979796	-0.07085
Gpr15	0.0174375871737	0.0153321930242	0.0154509402694	0.0154498852712	0.0126718708565	6.61360787229e-06	6.98956650132e-05	2.92332735988e-06	3.1051152487e-06	-0.2398
Olfr1428	0.234539502828	0.196558867719	0.218850021241	0.218812819205	0.14550446572	6.74939477928e-05	0.000713307238112	2.98334748625e-05	3.16886774259e-05	0.218675
Samd12	1.0	1.0	1.0	0.5	0.5	0.420614706571	1.0	0.185918866589	0.197480280721	0.012675
Cpne7	3.18939251009e-06	3.08947764771e-06	3.08948262489e-06	3.08933655006e-06	2.97802753066e-06	4.64926794118e-09	4.91356126411e-08	2.05505564259e-09	2.18284982391e-09	0.31615
Zfp800	7.77306302602e-06	7.48576622367e-06	7.48579314085e-06	7.48579314085e-06	7.16716543071e-06	9.57932953199e-09	1.01238782363e-07	4.23422686238e-09	4.49753338517e-09	-0.241375
Olfr930	1.0	1.0	1.0	0.5	0.5	0.0838873168197	0.886559939522	0.0370796232769	0.0393854295052	-0.048375
Cep76	0.661502271925	0.570557214579	0.845245792937	0.5	0.416039556617	0.000225135283166	0.00237933373715	9.95136309352e-05	0.000105701912523	0.1428
Olfr90	1.0	1.0	1.0	0.5	0.5	0.381180647336	1.0	0.168488340544	0.178965832781	-0.007675
Ntn4	1.0	1.0	1.0	0.5	0.5	0.243809917826	1.0	0.107768137627	0.114469727907	-0.032325
Muc15	0.312592052265	0.261793893886	0.30352961142	0.303493080713	0.192064322864	9.01063532556e-05	0.000952285591211	3.98285433393e-05	4.23052918923e-05	-0.13915
Olfr1507	0.00301818360386	0.00273270832376	0.00273644879911	0.00273644879911	0.00238605155583	1.45932243876e-06	1.54227940778e-05	6.45045381353e-07	6.8515769983e-07	-0.20595
Zp3r	0.281352338737	0.2356563653	0.268735774089	0.268670933896	0.173013786088	8.08805682921e-05	0.000854783231268	3.57505891997e-05	3.79737490908e-05	-0.172675
Olfr1442	0.0121658676076	0.0107654357289	0.0108237992702	0.0108232386549	0.00902366359624	4.84004511288e-06	5.11518339749e-05	2.13938240288e-06	2.27242046619e-06	0.1962
Ccdc138	0.0019475941547	0.00177416491229	0.00177574052649	0.00177574052649	0.00156698744167	1.00093182218e-06	1.05783101591e-05	4.42428918926e-07	4.69941478836e-07	-0.243675
Atp2b3	0.000246666623293	0.000230806956288	0.000230833596118	0.000230833596118	0.000212301994968	1.75185775324e-07	1.85144425003e-06	7.74350974468e-08	8.22504195619e-08	0.2546
Col19a1	1.0	0.999999999998	1.0	0.5	0.5	0.00526990365345	0.0556947777258	0.00232938720159	0.00247424076381	-0.09845
Ttc39d	0.0767935517047	0.0654869993382	0.0677296163779	0.0677233251619	0.0510212147092	2.39976273756e-05	0.000253618018568	1.06073601632e-05	1.12669816741e-05	-0.224
Nkpd1	0.999999007064	0.999924382441	1.0	0.5	0.5	0.00201573167418	0.0213031840676	0.000890987743312	0.000946394052932	0.144775
Ptrh1	0.0254316503339	0.0221894848362	0.0224393617583	0.0224393617583	0.0180822155901	9.14794357539e-06	9.66796961736e-05	4.04354691976e-06	4.29499595965e-06	-0.160075
Zfp72	1.0	1.0	1.0	0.5	0.5	0.117474046278	1.0	0.0519255299361	0.0551545328157	-0.044075
2210404O07Rik	1.0	1.0	1.0	0.5	0.5	0.187944782583	1.0	0.0830747960388	0.0882408243098	-0.041775
4930480E11Rik	0.0178573252499	0.0156957208171	0.0158201963912	0.0158201963912	0.0129590268091	6.7612321865e-06	7.14558270023e-05	2.98857982193e-06	3.17442545244e-06	-0.179775
2300009A05Rik	1.0	1.0	1.0	0.5	0.5	0.0113176426674	0.119610079082	0.00500259088502	0.00531367832877	-0.076125
Cytl1	1.0	1.0	1.0	0.5	0.5	0.249026478202	1.0	0.110073946191	0.116918923789	0.0379
1810022K09Rik	1.0	1.0	1.0	0.5	0.5	0.0399949640665	0.422685267192	0.0176784555375	0.0187777949936	-0.098725
5033413D22Rik	2.55728701437e-07	2.51231137671e-07	2.51230052677e-07	2.51206627963e-07	2.45010791233e-07	6.60794826036e-10	6.98358516182e-09	2.92082571497e-10	3.10245803834e-10	-0.2894
Ppp4r2	1.0	0.999999999998	1.0	0.5	0.5	0.00534214529246	0.0564582607592	0.00236131923686	0.00250815850118	0.1843
Neu2	1.0	1.0	1.0	0.5	0.5	0.0606357576561	0.640826714675	0.0268020379747	0.0284687298295	0.059275
Megf9	1.0	1.0	1.0	0.5	0.5	0.00683706247195	0.0722572365101	0.00302209810006	0.00321002807362	-0.1046
4930422G04Rik	1.0	1.0	1.0	0.5	0.5	0.10010383231	1.0	0.0442475994149	0.0469991481444	0.032075
Vgf	0.000162398389711	0.000152774524951	0.000152786194518	0.000152778756047	0.000141286318338	1.24932602883e-07	1.32034549507e-06	5.5222339032e-08	5.86563548615e-08	0.316925
Gm5840	8.25992934139e-06	7.95085471261e-06	7.95088528165e-06	7.95012866698e-06	7.60965206454e-06	1.00455440098e-08	1.06165952464e-07	4.44030160479e-09	4.71642294021e-09	0.234475
Tanc1	1.0	1.0	1.0	0.5	0.5	0.202029390016	1.0	0.0893004324927	0.0948536036212	0.02395
EG547347	1.0	1.0	1.0	0.5	0.5	0.145908919369	1.0	0.064494228306	0.0685048190342	-0.061075
Mamstr	0.917198000813	0.84654586599	1.0	0.5	0.5	0.000459603352527	0.00485730067271	0.000203152512377	0.000215785605352	-0.1388
Dfnb59	1.0	1.0	1.0	0.5	0.5	0.00814033437157	0.0860308163588	0.00359816648438	0.00382191942352	0.1055
Mgat3	1.16706346431e-06	1.13739781193e-06	1.13739919208e-06	1.13734574036e-06	1.1024417659e-06	2.08829450423e-09	2.20700615965e-08	9.23061750496e-10	9.80462590778e-10	0.333175
Mmp7	8.21639970283e-07	8.02523320242e-07	8.02524124317e-07	8.02524124317e-07	7.7971958435e-07	1.61187889368e-09	1.70350812098e-08	7.12477933631e-10	7.56783563293e-10	0.36015
Npepps	1.0	1.0	1.0	0.5	0.5	0.0363504380019	0.384168231127	0.0160675129228	0.0170666754843	-0.0579
Fut4	0.928361090764	0.861586578782	1.0	0.5	0.5	0.000482130089165	0.00509537363807	0.000213109713774	0.000226361997964	-0.150325
Fut7	1.0	1.0	1.0	0.5	0.5	0.0812215598822	0.858386988009	0.0359013132923	0.038133846001	0.0643
Pepd	0.0403128029729	0.0348370598103	0.0354583085463	0.0354545393931	0.0278766569235	1.36097065081e-05	0.000143833669215	6.01572215398e-06	6.38981143496e-06	-0.191275
St3gal2	1.0	1.0	1.0	0.5	0.5	0.291292606287	1.0	0.12875629492	0.136763039339	-0.02645
Dnali1	1.0	1.0	1.0	0.5	0.5	0.127259307888	1.0	0.0562507822859	0.0597487521324	-0.0625
St18	1.0	1.0	1.0	0.5	0.5	0.00824580460318	0.0871454745181	0.00364478612372	0.00387143811752	0.088725
4930579J09Rik	1.0	1.0	1.0	0.5	0.5	0.00649991874114	0.0686941457245	0.00287307482691	0.00305173774862	0.13235
Cyp2c65	0.000140916218871	0.000132752474977	0.000132761287276	0.000132761287276	0.000123027998287	1.11248083448e-07	1.17572116826e-06	4.91735482896e-08	5.22314184591e-08	-0.254825
Spatc1	1.0	1.0	1.0	0.5	0.5	0.142175447618	1.0	0.0628439701822	0.0667519391704	-0.0579375
Rgs9bp	0.999999999953	0.99999985453	1.0	0.5	0.5	0.00321439184695	0.0339711788321	0.00142081596203	0.00150916978024	0.1189
Tsc22d2	1.0	1.0	1.0	0.5	0.5	0.057429523533	0.606941750439	0.0253848278656	0.0269633901331	0.040525
2310035C23Rik	1.0	1.0	1.0	0.5	0.5	0.496310492772	1.0	0.219377693768	0.233019753961	0.003625
Fam83h	1.0	1.0	1.0	0.5	0.5	0.0985766010621	1.0	0.0435725371829	0.0462821069881	-0.043825
Atp8b1	1.0	1.0	1.0	0.5	0.5	0.404486886552	1.0	0.178790095361	0.189908204959	-0.0105
Dusp27	1.0	1.0	1.0	0.5	0.5	0.274820557213	1.0	0.121475368584	0.129029346665	-0.034475
Traf3ip1	1.0	1.0	1.0	0.5	0.5	0.0092242261727	0.0974858859222	0.00407726512745	0.00433081094304	-0.09405
Lingo4	1.0	1.0	1.0	0.5	0.5	0.323299611436	1.0	0.142903936519	0.151790455792	-0.032
Rpusd2	0.0343550676796	0.0298049632656	0.0302581346751	0.0302565335461	0.0239753047214	1.18899412079e-05	0.000125658394592	5.25555659053e-06	5.58237477391e-06	-0.16735
Gspt2	1.0	1.0	1.0	0.5	0.5	0.330732154491	1.0	0.146189247183	0.155280064372	0.019425
Tmem71	6.09344768532e-06	5.87436999078e-06	5.8743880322e-06	5.8743880322e-06	5.63744777664e-06	7.75250262988e-09	8.19320312445e-08	3.42673824682e-09	3.63983087544e-09	-0.4132
0610030E20Rik	1.0	1.0	1.0	0.5	0.5	0.305654044831	1.0	0.135104295441	0.143505791961	0.016525
1700007B14Rik	0.999331986756	0.994554726539	1.0	0.5	0.5	0.00116495920788	0.0123118273899	0.000514931818047	0.000546952990008	0.126525
Dhrs2	0.588351602988	0.50222577382	0.697594489331	0.5	0.367563743235	0.000189503531648	0.00200276091699	8.3763789683e-05	8.89726632068e-05	0.132425
Dnajb14	0.49468753134	0.418253048996	0.54171125115	0.5	0.307239836405	0.00015133832385	0.00159941335981	6.68941175907e-05	7.10539460719e-05	-0.119875
Crtam	0.817396051361	0.727695001094	1.0	0.5	0.5	0.000331262316994	0.00350093328591	0.000146423588042	0.00015552897778	-0.1571
Clec12b	1.0	1.0	1.0	0.5	0.5	0.0721461651631	0.762474021683	0.031889834203	0.0338729120185	0.047675
Lpar5	0.999999008874	0.999924382441	1.0	0.5	0.5	0.00201573167418	0.0213031840676	0.000890987743312	0.000946394052932	0.1262
Tekt4	1.0	1.0	1.0	0.5	0.5	0.35722802651	1.0	0.157900874043	0.167719981861	0.017775
Ppm1j	1.0	1.0	1.0	0.5	0.5	0.301544871786	1.0	0.133287970945	0.141576518843	0.02385
Zfp397os	2.72786813915e-07	2.67939270215e-07	2.67939020469e-07	2.67926526809e-07	2.61242419006e-07	6.97849876764e-10	7.37520006593e-09	3.0846153525e-10	3.27643297801e-10	0.321825
Prok1	1.0	0.999999999973	1.0	0.5	0.5	0.00480486268708	0.0507800098366	0.00212383117125	0.00225590217709	-0.19305
1700009N14Rik	1.0	1.0	1.0	0.5	0.5	0.358666264	1.0	0.158536599517	0.168395240094	0.010075
E030019B06Rik	8.02364175101e-10	8.0026951732e-10	7.99983117543e-10	7.99983117543e-10	7.94655775206e-10	1.31506153289e-11	1.38981781426e-10	5.81279603092e-12	6.174266297e-12	-0.685725
Wfdc3	1.0	1.0	1.0	0.5	0.5	0.130919518266	1.0	0.057868657634	0.061467235489	-0.0378375
4933413N12Rik	1.0	1.0	1.0	0.5	0.5	0.194911309074	1.0	0.0861541194408	0.0915116362559	-0.044125
Dscc1	1.0	1.0	1.0	0.5	0.5	0.00683706247195	0.0722572365101	0.00302209810006	0.00321002807362	0.076725
Rpusd3	0.690508503105	0.598251248045	0.911903888977	0.5	0.436205900521	0.00024140541817	0.00255128404444	0.000106705307812	0.000113340805738	-0.1347
Lcn3	1.0	1.0	1.0	0.5	0.5	0.35722802651	1.0	0.157900874043	0.167719981861	-0.02975
Dmrtc1c	0.51607417267	0.437164725976	0.574758726406	0.5	0.320161819334	0.000159659386109	0.00168735419202	7.05721688805e-05	7.49607179587e-05	-0.1727
Olfr125	1.0	0.999999999924	1.0	0.5	0.5	0.00461573243809	0.0487811939433	0.00204023237886	0.00216710477158	-0.077525
Zdhhc11	2.41067480589e-06	2.33857767262e-06	2.33857971407e-06	2.33835889544e-06	2.25809132298e-06	3.67481249568e-09	3.88371170689e-08	1.62432973325e-09	1.72533910942e-09	0.23705
Olfr733//Olfr733	1.0	1.0	1.0	0.5	0.5	0.00866241493747	0.0915484051014	0.00382893498954	0.0040670383295	-0.096275
1810013L24Rik	0.363716780396	0.3047663165	0.363503491176	0.363503491176	0.223568623995	0.000105424604812	0.00111417595424	4.65994715143e-05	4.94972720354e-05	-0.106025
Mageb5	1.0	1.0	1.0	0.5	0.5	0.0118589335602	0.125330691438	0.00524185068194	0.00556781655975	-0.061275
Txndc8	1.0	1.0	1.0	0.5	0.5	0.0187075931847	0.197710492017	0.00826907492102	0.0087832895427	0.103525
1810035L17Rik	0.969458968946	0.924371366786	1.0	0.5	0.5	0.000613275432314	0.006481378244	0.000271078189854	0.000287935259136	-0.124275
1600027N09Rik	7.46465301793e-08	7.3648234622e-08	7.3648906692e-08	7.36386501364e-08	7.21890569493e-08	2.51408175707e-10	2.65699780968e-09	1.11126697066e-10	1.18037140258e-10	-0.2575
Tex11	0.999946160546	0.99898776974	1.0	0.5	0.5	0.00150519790834	0.0159076272454	0.000665323120519	0.000706696415595	-0.09175
Ano7	1.0	1.0	1.0	0.5	0.5	0.444147020337	1.0	0.196320550209	0.208528795801	-0.00845
Tcfcp2l1	1.0	1.0	1.0	0.5	0.5	0.449575038065	1.0	0.198719826526	0.211077271753	0.0075
Nsun7	1.0	1.0	1.0	0.5	0.5	0.136592764071	1.0	0.0603763289386	0.0641308470002	0.084525
Crkrs	1.0	1.0	1.0	0.5	0.5	0.114029398998	1.0	0.0504029371498	0.0535372571924	0.0260625
Oas1f	0.00115438052205	0.00106016191697	0.00106072425849	0.00106072425849	0.000947303840045	6.47196077964e-07	6.83986730642e-06	2.86071693159e-07	3.03861137429e-07	-0.2067
Rnf133	1.49564559626e-08	1.48304145631e-08	1.48295308607e-08	1.48295308607e-08	1.46137663239e-08	8.08408905343e-11	8.54363898383e-10	3.57330509548e-11	3.79551202254e-11	0.484425
Gm1019	0.00953761759773	0.00847499202845	0.00851110711022	0.00851110711022	0.00715747633677	3.91913765997e-06	4.141925834e-05	1.7323256186e-06	1.8400507476e-06	0.231525
Rtkn2	0.753147382211	0.660473071902	1.0	0.5	0.47565032158	0.000280825426278	0.0029678929113	0.00012412962302	0.000131848656618	0.111125
Ccdc129	0.999996962011	0.999846081398	1.0	0.5	0.5	0.00187926597213	0.0198609514496	0.000830667577951	0.000882322862057	0.12505
Ptchd1	1.0	1.0	1.0	0.5	0.5	0.108273480262	1.0	0.0478587230014	0.0508348304109	-0.0367875
Hdx	1.0	1.0	1.0	0.5	0.5	0.349539657527	1.0	0.15450248396	0.164110261988	0.022425
Cdca2	0.0440883051709	0.0380563411563	0.0387993566594	0.0387972915457	0.0303447810706	1.47697063884e-05	0.000156093084139	6.52846186475e-06	6.93443600091e-06	-0.1518
Adamtsl1	0.99999999196	0.999996420596	1.0	0.5	0.5	0.00260636446704	0.0275452644317	0.00115205750075	0.00122369850262	-0.0854625
Kcnc2	1.0	1.0	1.0	0.5	0.5	0.229693882163	1.0	0.101528609359	0.107842192916	-0.051725
Fam109b	1.25972272838e-05	1.20906641853e-05	1.20907370236e-05	1.20907370236e-05	1.15305105658e-05	1.42985719074e-08	1.5111391717e-07	6.32021239712e-09	6.71323648479e-09	0.211375
6330406I15Rik	0.0205819473612	0.0180393322744	0.0182040159929	0.0182017724399	0.0148283864053	7.61821085925e-06	8.05127737386e-05	3.36737899618e-06	3.57678035403e-06	0.17415
Map6d1	1.0	1.0	1.0	0.5	0.5	0.237316207129	1.0	0.104897806861	0.11142090486	0.043975
Slc24a2	1.0	1.0	1.0	0.5	0.5	0.0254924503403	0.269415998614	0.0112680973818	0.0119688070123	-0.0751
Grm2	1.0	1.0	1.0	0.5	0.5	0.216773789444	1.0	0.0958177082498	0.101776157903	0.031825
Myom2	0.105765957022	0.0896810782446	0.0939600368685	0.0939446772287	0.0688367859469	3.2040745888e-05	0.00033862141279	1.41625555814e-05	1.50432578643e-05	0.148825
Tdrd9	1.0	1.0	1.0	0.5	0.5	0.0169410668798	0.179041025483	0.00748824019681	0.00795389840364	0.084575
Fam89a	1.0	1.0	1.0	0.5	0.5	0.0299619387061	0.316651617602	0.0132436873891	0.0140672496092	-0.108225
1700057K13Rik	0.0205819473612	0.0180393322744	0.0182040159929	0.0182017724399	0.0148283864053	7.61821085925e-06	8.05127737386e-05	3.36737899618e-06	3.57678035403e-06	-0.202
4930451C15Rik	0.433164951217	0.364463875023	0.453280452298	0.453248347601	0.267693904833	0.000128790711909	0.00136111977459	5.69276889545e-05	6.04677524221e-05	0.129275
4930502E18Rik	1.0	1.0	1.0	0.5	0.5	0.0381589209341	0.403281114692	0.0168668931911	0.017915765427	-0.08785
A4gnt	1.0	0.999999999999	1.0	0.5	0.5	0.00541184158075	0.0571948433497	0.00239212618374	0.00254088118625	-0.281975
Ucma	1.0	1.0	1.0	0.5	0.5	0.463697133771	1.0	0.204962033435	0.217707651958	0.009875
Ydjc	0.000153562226807	0.000144525256882	0.000144535700086	0.000144535700086	0.000133774124285	1.1941991992e-07	1.26208491338e-06	5.27856392391e-08	5.60681282443e-08	-0.30685
Cldn16	0.000267919751461	0.000250411570993	0.000250442928601	0.000250430656198	0.00023009528438	1.86514146494e-07	1.97116771289e-06	8.24424305128e-08	8.75691349654e-08	-0.2442
4933401F05Rik	1.0	1.0	1.0	0.5	0.5	0.0779167222718	0.823459936542	0.0344405187618	0.0365822115744	0.067525
4933415F23Rik	1.0	1.0	1.0	0.5	0.5	0.230984096659	1.0	0.102098906149	0.108447953763	-0.038825
V1rc6	0.811349559904	0.721101422757	1.0	0.5	0.5	0.000325383745283	0.00343880582281	0.000143825159189	0.000152768964938	0.131425
Lemd1	1.0	1.0	1.0	0.5	0.5	0.277457983792	1.0	0.122641156067	0.130267628952	0.0198
Ptcd3	1.0	1.0	1.0	0.5	0.5	0.171132494686	1.0	0.0756434783465	0.0803473881517	-0.040375
Tmprss11b	1.0	1.0	1.0	0.5	0.5	0.0193259439192	0.204245508401	0.00854239648093	0.00907360767645	0.080725
Fam171b	9.77028553359e-05	9.2319915457e-05	9.23241770672e-05	9.23152270234e-05	8.60546713685e-05	8.09830796969e-08	8.55866619178e-07	3.57959009872e-08	3.80218786038e-08	-0.570475
Mocos	1.0	1.0	1.0	0.5	0.5	0.0122703917862	0.12967917216	0.0054237222281	0.00576099783635	0.08425
Aars2	1.0	1.0	1.0	0.5	0.5	0.192524389903	1.0	0.0850990605001	0.0903909681945	0.0155
Acss3	0.9284882181	0.861592913494	1.0	0.5	0.5	0.000482130089165	0.00509537363807	0.000213109713774	0.000226361997964	-0.486475
8430426H19Rik	1.0	1.0	1.0	0.5	0.5	0.0144098341012	0.152289787463	0.00636939218243	0.00676547452812	-0.1658
C030017K20Rik	1.0	1.0	1.0	0.5	0.5	0.164506914471	1.0	0.072714859007	0.0772366518402	0.05355
Gpat2	1.0	1.0	1.0	0.5	0.5	0.0538541634133	0.569155692049	0.0238044577769	0.0252847443104	-0.10215
Hhipl1	1.0	1.0	1.0	0.5	0.5	0.382681615305	1.0	0.169151793959	0.179670543223	0.024025
Ubqlnl	1.0	1.0	1.0	0.5	0.5	0.284272940136	1.0	0.125653482882	0.133467278111	0.025675
Lrriq3	1.0	1.0	1.0	0.5	0.5	0.012858380072	0.135893304151	0.00568362306836	0.00603706067943	0.1138
Ankdd1b	0.000145052585551	0.000136616009588	0.000136625342353	0.000136618698444	0.000126546532571	1.13729621985e-07	1.20194721457e-06	5.02704306027e-08	5.33965106904e-08	0.2368
Cenpf	1.0	1.0	1.0	0.5	0.5	0.00775345692937	0.0819421167226	0.00342716006345	0.00364027892285	0.07865
Kcna7	1.0	1.0	1.0	0.5	0.5	0.458242727833	1.0	0.20255109308	0.215146786637	0.004325
Dok7	1.0	1.0	1.0	0.5	0.5	0.0385082884872	0.406973392482	0.017021319602	0.0180797948853	0.07425
Cd84	1.0	1.0	1.0	0.5	0.5	0.0195407636329	0.206515822431	0.00863735045437	0.00917446638797	-0.1335
Man2a2	1.0	1.0	1.0	0.5	0.5	0.0805340622031	0.851121194753	0.0355974276048	0.0378110631013	0.100325
Klf14	1.0	1.0	1.0	0.5	0.5	0.00794754849201	0.0839933660719	0.003512951841	0.00373140568489	0.116275
Robo2	0.0819176536229	0.0697991694041	0.0723546276555	0.0723546276555	0.0541681095811	2.54631879526e-05	0.000269106740174	1.12551629079e-05	1.19550682046e-05	-0.19335
A1bg	4.622123292e-06	4.46610528071e-06	4.46611572404e-06	4.46590402969e-06	4.2947144683e-06	6.25051693003e-09	6.60583521031e-08	2.76283497718e-09	2.93464260453e-09	-0.39335
Lass3	1.0	1.0	1.0	0.5	0.5	0.0152664209069	0.161342592767	0.00674801814475	0.00716764544654	0.066225
Gm9733	1.0	1.0	1.0	0.5	0.5	0.498697286255	1.0	0.220432697153	0.234140363011	-0.011225
Gm5150	1.0	1.0	1.0	0.5	0.5	0.0385082884872	0.406973392482	0.017021319602	0.0180797948853	-0.144725
Myo3b	0.138293276476	0.116722078755	0.124114958263	0.124114958263	0.0883808663636	4.09731194182e-05	0.000433022865084	1.81108168684e-05	1.92370428288e-05	0.1446
Cd300lg	1.0	1.0	1.0	0.5	0.5	0.281599925678	1.0	0.12447196495	0.132212287172	0.0172
Zbtb48	0.999999999856	0.999999710116	1.0	0.5	0.5	0.0030851780981	0.0326055882077	0.00136370128354	0.0014485034103	-0.129675
Fgfbp3	1.0	1.0	1.0	0.5	0.5	0.0334952265977	0.353993037238	0.0148054608361	0.0157261423531	-0.1003
Arhgap9	0.971351035051	0.927660560355	1.0	0.5	0.5	0.000622857629943	0.00658264733774	0.000275313684464	0.000292434139104	-0.13145
Nsun2	9.49040980592e-05	8.9684041701e-05	8.96880635499e-05	8.96880635499e-05	8.36416284024e-05	7.89589032717e-08	8.34474187078e-07	3.49011805201e-08	3.70715197066e-08	0.1774
Map3k13	1.0	1.0	1.0	0.5	0.5	0.407436935387	1.0	0.180094067208	0.191293264642	-0.032475
Tmem146	0.973210226723	0.930951129056	1.0	0.5	0.5	0.000633373067468	0.00669377934206	0.000279961687008	0.000297371178921	-0.194175
Tmprss11c	1.0	1.0	1.0	0.5	0.5	0.243809917826	1.0	0.107768137627	0.114469727907	-0.019075
Slc35f3	0.0441218530345	0.0380794270306	0.0388233560882	0.0388233560882	0.0303663332981	1.47697063884e-05	0.000156093084139	6.52846186475e-06	6.93443600091e-06	0.1791
Trim71	1.0	1.0	1.0	0.5	0.5	0.0436528597028	0.461343599072	0.0192953077307	0.0204951915701	0.06465
B3gnt4	1.0	1.0	1.0	0.5	0.5	0.245111315662	1.0	0.108343377643	0.115080739376	0.0197
Cpne9	2.89713484002e-05	2.76365140248e-05	2.76368964218e-05	2.76355695111e-05	2.61549344053e-05	2.86304664686e-08	3.02580003547e-07	1.26551539749e-08	1.34421180883e-08	0.2485
4932442L08Rik	1.0	1.0	1.0	0.5	0.5	0.0419501141639	0.443348197154	0.0185426651917	0.0196957457549	0.050725
Gm1123	0.595649194481	0.508849107028	0.71098914084	0.5	0.372441120754	0.000192723749479	0.00203679366751	8.51871808291e-05	9.04845683096e-05	0.1621
Shroom4	0.573608624771	0.488812158639	0.671005062629	0.5	0.357715812711	0.000183016693179	0.00193420500962	8.08964965589e-05	8.59270666977e-05	-0.14355
Glp1	1.0	1.0	1.0	0.5	0.5	0.0779167222718	0.823459936542	0.0344405187618	0.0365822115744	0.0908
Zfp386	0.00166658860176	0.00152159577856	0.00152275452266	0.00152270317801	0.00134964652345	8.74953300888e-07	9.24691091488e-06	3.86744266139e-07	4.10794061116e-07	-0.26285
Trim72	1.0	1.0	1.0	0.5	0.5	0.110683088803	1.0	0.0489238110302	0.0519661512219	-0.059125
5830403L16Rik	1.0	1.0	1.0	0.5	0.5	0.372147087215	1.0	0.16449535306	0.174724540309	0.0316
Fam178b	1.0	1.0	1.0	0.5	0.5	0.0158013586541	0.166996062144	0.0069844697431	0.00741880085037	0.0934375
4930524B15Rik	1.0	1.0	1.0	0.5	0.5	0.0142608632706	0.150715394866	0.00630354453716	0.00669553212953	-0.113925
Prhoxnb	1.0	1.0	1.0	0.5	0.5	0.160296477542	1.0	0.0708537741485	0.0752598349251	-0.088025
Pkd1l3	7.77561399377e-05	7.35825188363e-05	7.35852270334e-05	7.35852270334e-05	6.88450306738e-05	6.62611297093e-08	7.00278246758e-07	2.92885482653e-08	3.11098644234e-08	-0.238475
Parp14	0.891761021742	0.814011689021	1.0	0.5	0.5	0.000417501695445	0.00441235089996	0.000184542862634	0.000196018709594	-0.29625
Prtg	1.0	1.0	1.0	0.5	0.5	0.0553304578217	0.584757853747	0.024457005058	0.0259778704176	0.050975
Slc30a2	1.0	1.0	1.0	0.5	0.5	0.0553304578217	0.584757853747	0.024457005058	0.0259778704176	0.061025
Edem3	1.0	1.0	1.0	0.5	0.5	0.0231934147072	0.245118727356	0.0102518844618	0.0108894006218	-0.0772
Mcm9	6.54150479674e-05	6.20326490282e-05	6.20345723115e-05	6.20315761959e-05	5.81516065681e-05	5.76442763566e-08	6.09211357544e-07	2.54797522725e-08	2.70642174395e-08	0.22955
4833403I15Rik	0.0191697042592	0.0168323016703	0.0169755673565	0.0169734975763	0.0138595237376	7.18445607078e-06	7.59286526389e-05	3.17565198952e-06	3.3731307525e-06	0.16875
Gsdmc2	0.632450244488	0.543002139541	0.783058623206	0.5	0.396700580593	0.000210504359368	0.00222470737157	9.30465133396e-05	9.88326355012e-05	-0.106266666667
Cytsa	0.238755431871	0.200143672858	0.223321763387	0.223321763387	0.14804406257	6.87677518167e-05	0.000726769387829	3.03965179437e-05	3.22867334907e-05	-0.134325
Bzw2	1.0	1.0	1.0	0.5	0.5	0.269207753306	1.0	0.118994413628	0.126394112865	0.010025
Treml2	0.00026781916049	0.000250329817402	0.000250361152628	0.000250361152628	0.000230008881351	1.86514146494e-07	1.97116771289e-06	8.24424305128e-08	8.75691349654e-08	0.24585
Spopl	1.0	1.0	1.0	0.5	0.5	0.42205977868	1.0	0.186557613083	0.198158747835	-0.00645
Phactr1	1.0	1.0	1.0	0.5	0.5	0.0377957930343	0.399443411198	0.0167063844726	0.0177452754311	-0.082475
Scand1	0.88714765917	0.808343602349	1.0	0.5	0.5	0.000410708959205	0.00434056212355	0.000181540357483	0.000192829492862	-0.1589
Rhox4g	1.0	1.0	1.0	0.5	0.5	0.0805340622031	0.851121194753	0.0355974276048	0.0378110631013	0.04815
Rhox4f	0.10802103622	0.0915491798802	0.0960142743223	0.0959943033293	0.0702293187065	3.26443951624e-05	0.000345001057348	1.44293788455e-05	1.5326673604e-05	0.200075
Rhox4c	1.0	1.0	1.0	0.5	0.5	0.416414337676	1.0	0.184062231974	0.195508190788	-0.0067
1110017D15Rik	1.0	1.0	1.0	0.5	0.5	0.182189295343	1.0	0.0805307726185	0.0855386001169	0.0337
Dok6	1.0	1.0	1.0	0.5	0.5	0.382681615305	1.0	0.169151793959	0.179670543223	-0.01705
Zfhx2	1.0	1.0	1.0	0.5	0.5	0.114029398998	1.0	0.0504029371498	0.0535372571924	0.048925
Chrna5	7.55145304648e-05	7.15096436099e-05	7.15122004679e-05	7.15052830563e-05	6.69086630901e-05	6.49299738926e-08	6.86209976785e-07	2.87001547145e-08	3.04848814633e-08	0.277575
Tctn2	1.0	1.0	1.0	0.5	0.5	0.401654983439	1.0	0.177538345936	0.188578615163	0.004975
Glt6d1	0.0226089171826	0.0197818708539	0.0199801408617	0.0199776480766	0.0161955736714	8.26439605371e-06	8.73419575609e-05	3.65300386161e-06	3.88016687762e-06	0.20835
Vax1	1.0	1.0	1.0	0.5	0.5	0.193726714177	1.0	0.0856305083135	0.0909554642315	-0.0659
Psd3	0.924863293917	0.856712082071	1.0	0.5	0.5	0.000474480779336	0.00501453219605	0.000209728588503	0.00022277061652	0.123075
